Tikr,KPI,Mar_2010,Mar_2011,Mar_2012,Mar_2013,Mar_2014,Mar_2015,Mar_2016,Mar_2017,Mar_2018,Mar_2019,Mar_2020,Mar_2021,TTM,Dec_2009,Dec_2010,Dec_2011,Dec_2012,Dec_2013,Dec_2014,Dec_2015,Dec_2016,Dec_2017,Dec_2018,Dec_2019,Dec_2020,Jun_2010,Jun_2011,Jun_2012,Jun_2013,Jun_2014,Jun_2015,Jun_2016,Jun_2017,Jun_2018,Jun_2019,Jun_2020,Jun_2021,Sep_2009,Sep_2010,Sep_2011,Sep_2012,Sep_2006,Sep_2007,Sep_2008,Mar_2009,Jun_2009,Sep_2013,Sep_2014,Sep_2015,Sep_2016,Sep_2017,Sep_2018,Sep_2019,Sep_2020,Mar_2008,Nov_2009,Dec_2008,Oct_2010,Oct_2011,Oct_2012,Oct_2013,Mar_2007,Mar_2006,Jun_2007,Jun_2008,Mar_2004,Mar_2003
GANECOS,Tax %,6%,10%,3%,9%,7%,12%,28%,35%,35%,36%,23%,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Net Profit,9,18,21,24,25,23,25,30,35,62,64,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,EPS in Rs,7.31,13.18,13.63,15.88,16.16,14.24,12.96,15.56,18.37,28.38,29.26,20.70,20.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Dividend Payout %,14%,9%,9%,8%,7%,8%,9%,8%,8%,7%,7%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Sales +,216,244,264,299,305,308,331,344,327,363,393,249,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Expenses +,203,228,254,285,282,283,300,311,301,338,354,239,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Operating Profit,13,16,10,14,22,25,31,34,26,25,38,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,OPM %,6%,7%,4%,5%,7%,8%,9%,10%,8%,7%,10%,4%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Other Income,3,0,0,0,-0,0,1,0,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Interest,2,2,4,2,2,1,2,2,5,6,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Depreciation,3,4,4,4,5,6,6,8,10,10,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Profit before tax,12,11,2,7,15,18,25,24,12,11,23,-4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Tax %,27%,22%,23%,23%,22%,21%,26%,28%,37%,53%,17%,101%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Net Profit,8,8,2,5,12,14,18,17,8,5,19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,EPS in Rs,6.56,6.57,1.33,3.66,7.78,9.68,12.39,11.67,5.30,3.48,12.94,0.03,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCPEN,Dividend Payout %,27%,27%,75%,41%,26%,26%,24%,26%,28%,43%,12%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Sales +,56,80,88,83,87,103,111,124,146,174,139,149,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Expenses +,45,64,71,70,71,81,82,90,108,131,109,115,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Operating Profit,11,15,17,13,15,23,29,33,37,43,30,34,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,OPM %,20%,19%,19%,15%,18%,22%,26%,27%,26%,25%,21%,23%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Other Income,0,0,0,1,1,1,0,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Interest,2,2,2,2,2,2,2,1,2,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Depreciation,3,4,4,5,5,4,5,5,4,5,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Profit before tax,7,10,11,7,9,17,23,28,32,36,20,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Tax %,30%,36%,31%,45%,31%,31%,36%,31%,35%,30%,27%,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Net Profit,5,6,7,4,6,12,15,19,21,25,14,19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,EPS in Rs,0.82,1.14,1.32,0.66,1.10,2.06,2.66,3.41,3.76,4.51,2.57,3.35,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENONBE,Dividend Payout %,25%,33%,35%,50%,45%,32%,31%,29%,40%,33%,97%,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Sales +,37,42,48,65,69,90,101,123,135,171,169,208,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Expenses +,21,24,29,42,43,64,67,82,85,103,117,136,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Operating Profit,16,18,19,22,25,26,34,41,50,68,53,72,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,OPM %,43%,43%,39%,35%,37%,29%,34%,33%,37%,40%,31%,35%,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Other Income,0,0,0,0,1,3,1,1,2,3,3,-4,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Interest,2,3,3,3,6,4,4,3,2,4,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Depreciation,4,4,4,4,5,5,6,6,5,8,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Profit before tax,10,11,12,15,14,19,25,33,44,60,41,55,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Tax %,37%,32%,36%,36%,29%,26%,23%,25%,30%,27%,24%,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Net Profit,6,8,8,10,10,14,19,25,31,44,31,40,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,EPS in Rs,,,9.16,11.39,11.86,16.45,22.59,29.32,35.92,51.55,36.70,46.90,54.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESTERBIO,Dividend Payout %,26%,24%,7%,18%,17%,19%,18%,18%,28%,21%,18%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Sales +,243,277,324,347,373,381,385,380,321,327,304,323,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Expenses +,227,258,303,328,353,364,369,362,306,310,291,301,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Operating Profit,17,19,21,19,20,18,16,17,15,17,13,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,OPM %,7%,7%,6%,6%,5%,5%,4%,5%,5%,5%,4%,7%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Other Income,2,1,2,3,2,5,4,4,4,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Interest,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Depreciation,0,0,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Profit before tax,17,19,21,21,20,21,19,20,18,21,17,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Tax %,32%,32%,31%,30%,32%,31%,34%,35%,35%,35%,26%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Net Profit,11,13,15,15,14,15,12,13,12,13,13,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,EPS in Rs,,,,,,4.88,4.19,4.39,4.02,4.51,4.26,8.92,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA,Dividend Payout %,10%,14%,12%,12%,17%,16%,19%,18%,20%,18%,23%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Sales +,75,95,119,120,128,155,188,203,184,111,87,68,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Expenses +,58,75,84,97,99,113,139,157,146,117,98,67,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Operating Profit,17,20,35,22,30,42,49,47,38,-7,-11,1,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,OPM %,23%,21%,29%,19%,23%,27%,26%,23%,20%,-6%,-12%,1%,-8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Other Income,7,3,2,2,-0,6,9,3,-77,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Interest,12,20,27,25,23,22,24,27,29,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Depreciation,12,18,22,22,20,19,19,24,27,28,26,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Profit before tax,1,-14,-12,-23,-14,7,15,-1,-95,-51,-35,-22,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Tax %,0%,0%,0%,0%,0%,21%,20%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Net Profit,1,-14,-12,-23,-14,6,12,-1,-95,-51,-35,-22,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,EPS in Rs,0.38,-6.13,-5.21,-9.79,-5.92,1.84,3.93,-0.23,-31.28,-15.54,-10.57,-6.66,-8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTEL,Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Sales +,,,0.0,0,90,151,103,123,153,39,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Expenses +,,,0.0,0,85,148,96,107,135,82,33,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Operating Profit,,,0.0,-0,5,4,6,16,18,-43,-29,,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,OPM %,,,,,5%,2%,6%,13%,12%,-109%,-779%,,"-2,527%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Other Income,,,0.0,0,3,2,3,6,4,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Interest,,,0.0,0,5,10,9,10,12,15,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Depreciation,,,0.0,0,2,6,4,4,4,4,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Profit before tax,,,0.0,-0,1,-10,-4,8,7,-59,-33,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Tax %,,,,0%,73%,22%,14%,-4%,20%,4%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Net Profit,,,0.0,-0,0,-8,-3,8,5,-56,-29,,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,EPS in Rs,,,0.0,-0.40,3.60,-1.18,-0.53,1.27,0.80,-8.61,-4.36,,-2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKMINDST,Dividend Payout %,,,,0%,0%,0%,0%,16%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Sales +,,,,,177,297,266,238,228,276,281,272,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Expenses +,,,,,167,293,260,234,216,260,262,261,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Operating Profit,,,,,11,4,6,4,12,16,20,11,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,OPM %,,,,,6%,1%,2%,2%,5%,6%,7%,4%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Other Income,,,,,1,1,0,3,2,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Interest,,,,,4,6,7,7,7,9,12,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Depreciation,,,,,3,6,5,5,5,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Profit before tax,,,,,4,-7,-6,-6,2,4,5,-4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Tax %,,,,,44%,15%,21%,4%,40%,-82%,-14%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Net Profit,,,,,3,-6,-5,-5,1,7,6,-3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,EPS in Rs,,,,,50.20,-0.95,-0.77,-0.82,0.19,1.12,0.89,-0.48,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKALUCO,Dividend Payout %,,,,,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Sales +,,,,,168,215,224,255,229,251,246,446,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Expenses +,,,,,158,208,212,242,214,228,219,412,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Operating Profit,,,,,10,7,12,13,15,23,27,33,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,OPM %,,,,,6%,3%,5%,5%,7%,9%,11%,8%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Other Income,,,,,0,3,4,2,3,3,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Interest,,,,,4,5,4,4,5,14,17,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Depreciation,,,,,4,15,10,8,8,10,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Profit before tax,,,,,2,-11,3,3,5,3,3,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Tax %,,,,,54%,31%,-14%,89%,42%,91%,-69%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Net Profit,,,,,1,-7,3,0,3,0,5,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,EPS in Rs,,,,,20.20,-1.12,0.45,0.04,0.42,0.04,0.74,0.98,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,Dividend Payout %,,,,,0%,0%,0%,0%,0%,0%,0%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Sales +,0.0,0.0,0,0.0,213,329,289,334,494,689,488,388,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Expenses +,0.0,0.0,0,0.0,194,313,272,309,459,666,473,360,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Operating Profit,0.0,0.0,-0,0.0,19,16,17,25,35,23,14,28,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,OPM %,,,,,9%,5%,6%,8%,7%,3%,3%,7%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Other Income,0.0,0.0,0,0.0,5,6,1,2,2,2,3,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Interest,0.0,0.0,0,0.0,6,3,2,4,4,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Depreciation,0.0,0.0,0,0.0,2,8,7,8,7,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Profit before tax,0.0,0.0,-0,0.0,15,11,8,15,27,17,10,27,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Tax %,,,0%,,32%,26%,39%,37%,37%,38%,11%,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Net Profit,0.0,0.0,-0,0.0,11,8,5,9,17,10,9,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,EPS in Rs,0.0,0.0,-4.00,0.0,210.40,1.25,0.76,1.39,2.54,1.57,1.33,3.00,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKSTEEL,Dividend Payout %,,,0%,,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Sales +,52.23,17.42,101.82,37.11,46.35,78.55,52.62,61.99,38.96,92.22,146.98,49.57,60.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Expenses +,34.54,25.46,64.75,32.54,45.73,57.67,48.48,50.36,40.81,69.68,83.39,41.81,52.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Operating Profit,17.69,-8.04,37.07,4.57,0.62,20.88,4.14,11.63,-1.85,22.54,63.59,7.76,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,OPM %,33.87%,-46.15%,36.41%,12.31%,1.34%,26.58%,7.87%,18.76%,-4.75%,24.44%,43.26%,15.65%,12.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Other Income,3.03,7.61,5.35,4.66,3.54,3.32,5.47,4.14,4.40,3.11,1.91,2.91,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Interest,0.40,1.26,1.90,1.84,2.48,2.13,2.37,2.86,2.41,4.79,3.18,1.00,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Depreciation,0.59,1.25,1.10,1.84,1.57,2.25,4.32,3.64,2.82,3.77,3.75,3.99,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Profit before tax,19.73,-2.94,39.42,5.55,0.11,19.82,2.92,9.27,-2.68,17.09,58.57,5.68,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Tax %,14.65%,29.25%,19.79%,15.32%,18.18%,20.59%,20.55%,19.85%,85.82%,-12.58%,-3.33%,27.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Net Profit,16.84,-2.08,31.62,4.70,0.09,15.74,2.32,7.44,-0.39,19.24,60.51,4.10,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,EPS in Rs,1.89,-0.23,3.55,0.53,0.01,2.04,0.30,0.96,-0.05,2.49,7.84,0.52,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENTEC,Dividend Payout %,23.76%,-64.11%,18.27%,18.91%,857.78%,1.72%,33.28%,15.56%,-197.95%,12.04%,5.10%,19.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Sales +,-0.0,-0,-0,-0,104,189,234,239,236,240,200,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Expenses +,-0.0,0,1,6,100,169,194,178,174,193,210,55,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Operating Profit,-0.0,-0,-1,-6,4,21,40,61,63,47,-10,-33,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,OPM %,,,,,4%,11%,17%,25%,27%,20%,-5%,-150%,-119%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Other Income,-0.0,-0,-0,4,3,2,17,0,1,6,1,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Interest,-0.0,-0,-0,-0,43,115,111,120,126,134,152,163,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Depreciation,-0.0,-0,-0,0,31,80,88,94,92,102,243,96,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Profit before tax,-0.0,-0,-1,-3,-66,-172,-142,-153,-155,-182,-404,-267,-274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Tax %,,-0%,-14%,29%,21%,38%,36%,23%,-0%,-91%,-0%,-0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGICAA,Net Profit,-0.0,-0,-1,-2,-53,-107,-91,-117,-155,-347,-404,-267,-274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
